date,maxTem,minTem,weathers,wind
2021-11-07,8℃,4℃,多云~阴,西南风 2级
2021-11-08,12℃,6℃,多云,南风 2级
2021-11-09,15℃,6℃,雾~晴,西南风 1级
2021-11-10,16℃,8℃,多云,东南风 1级
2021-12-01,17℃,5℃,多云,南风 1级
2021-12-02,17℃,5℃,多云,西南风 2级
2021-12-03,16℃,9℃,多云,东南风 2级
2021-12-04,16℃,5℃,多云,北风 2级
2021-12-05,18℃,7℃,霾,西南风 1级
2021-12-06,13℃,10℃,霾,北风 2级
2021-12-07,11℃,7℃,阴,北风 2级
2021-12-08,12℃,5℃,晴,西风 1级
2021-12-09,13℃,10℃,多云,东南风 0级
2021-12-10,10℃,8℃,阴,北风 1级
2022-01-01,13℃,2℃,多云,东南风 1级
2022-01-02,11℃,5℃,阴,东风 1级
2022-01-03,9℃,7℃,阴,北风 1级
2022-01-04,13℃,3℃,阴,南风 1级
2022-01-05,12℃,6℃,阴,北风 2级
2022-01-06,12℃,7℃,多云,北风 1级
2022-01-07,10℃,7℃,阴,北风 1级
2022-01-08,10℃,6℃,阴,北风 1级
2022-01-09,9℃,7℃,阴,北风 2级
2022-01-10,11℃,4℃,多云,东风 2级
2022-02-01,7℃,4℃,小雨,东北风 2级
2022-02-02,9℃,3℃,雾,西南风 1级
2022-02-03,8℃,4℃,雾,东北风 1级
2022-02-04,8℃,5℃,小雨,东南风 1级
2022-02-05,6℃,3℃,小雨,北风 1级
2022-02-06,6℃,2℃,小雨,北风 1级
2022-02-07,5℃,3℃,雾,东风 2级
2022-02-08,8℃,2℃,多云,南风 2级
2022-02-09,8℃,2℃,多云,东风 1级
2022-02-10,7℃,4℃,雾,北风 1级
2022-03-01,15℃,7℃,多云,东南风 1级
2022-03-02,17℃,7℃,阴,东北风 1级
2022-03-03,19℃,9℃,阴,南风 1级
2022-03-04,20℃,10℃,多云,西风 2级
2022-03-05,21℃,11℃,阴,东北风 2级
2022-03-06,21℃,9℃,晴,西南风 2级
2022-03-07,21℃,10℃,晴,东风 1级
2022-03-08,22℃,9℃,晴,北风 2级
2022-03-09,24℃,12℃,阴,北风 1级
2022-03-10,25℃,13℃,多云,北风 1级
2022-04-01,16℃,9℃,阴,西南风 1级
2022-04-02,20℃,10℃,多云,东南风 2级
2022-04-03,18℃,11℃,多云,北风 2级
2022-04-04,15℃,10℃,多云,西风 1级
2022-04-05,21℃,11℃,阴,南风 1级
2022-04-06,22℃,11℃,晴,南风 2级
2022-04-07,26℃,13℃,晴,南风 1级
2022-04-08,26℃,15℃,小雨,北风 1级
2022-04-09,29℃,16℃,多云,南风 2级
2022-04-10,29℃,17℃,多云,东南风 1级
2022-05-01,22℃,12℃,多云,西南风 3级
2022-05-02,25℃,11℃,多云,西南风 2级
2022-05-03,25℃,13℃,多云,南风 1级
2022-05-04,27℃,15℃,多云,南风 1级
2022-05-05,29℃,17℃,多云,南风 1级
2022-05-06,33℃,19℃,多云,东南风 2级
2022-05-07,32℃,20℃,多云,南风 2级
2022-05-08,27℃,17℃,小雨,北风 2级
2022-05-09,29℃,17℃,多云,南风 2级
2022-05-10,29℃,17℃,小雨,东北风 1级
2022-06-01,28℃,22℃,多云,东南风 2级
2022-06-02,30℃,22℃,晴,西南风 1级
2022-06-03,30℃,21℃,多云,南风 1级
2022-06-04,27℃,19℃,多云,西南风 2级
2022-06-05,30℃,20℃,多云,南风 2级
2022-06-06,31℃,21℃,多云,西南风 2级
2022-06-07,32℃,21℃,多云,南风 1级
2022-06-08,27℃,20℃,多云,东南风 1级
2022-06-09,26℃,20℃,多云,西风 1级
2022-06-10,27℃,20℃,阴,西南风 3级
2022-07-01,32℃,22℃,小雨,西南风 1级
2022-07-02,29℃,19℃,晴,西南风 1级
2022-07-03,32℃,22℃,晴,南风 2级
2022-07-04,34℃,24℃,多云,南风 1级
2022-07-05,36℃,24℃,晴,西南风 1级
2022-07-06,36℃,24℃,晴,南风 1级
2022-07-07,36℃,24℃,晴,西南风 1级
2022-07-08,37℃,25℃,晴,东南风 2级
2022-07-09,37℃,25℃,多云,西风 1级
2022-07-10,35℃,25℃,阴,北风 2级
2022-08-01,32℃,23℃,多云,西风 1级
2022-08-02,33℃,23℃,多云,西北风 1级
2022-08-03,34℃,24℃,雾,北风 2级
2022-08-04,31℃,24℃,小雨,东南风 1级
2022-08-05,34℃,24℃,雾,西风 1级
2022-08-06,34℃,25℃,多云,南风 1级
2022-08-07,37℃,25℃,多云,西北风 1级
2022-08-08,38℃,26℃,多云,西南风 1级
2022-08-09,38℃,25℃,多云,北风 1级
2022-08-10,38℃,25℃,多云,西北风 2级
2022-09-01,27℃,18℃,多云,南风 2级
2022-09-02,24℃,18℃,多云,东风 2级
2022-09-03,22℃,18℃,小雨,西南风 2级
2022-09-04,27℃,19℃,多云,西南风 2级
2022-09-05,32℃,19℃,雾,西南风 1级
2022-09-06,34℃,20℃,多云,西风 1级
2022-09-07,28℃,19℃,雾,北风 2级
2022-09-08,21℃,18℃,小雨,西北风 1级
2022-09-09,26℃,18℃,雾,南风 1级
2022-09-10,28℃,19℃,雾,东风 1级
2022-10-01,26℃,21℃,阴,北风 1级
2022-10-02,30℃,21℃,雾,东北风 1级
2022-10-03,24℃,17℃,雾,东北风 2级
2022-10-04,25℃,16℃,多云,南风 1级
2022-10-05,20℃,15℃,雾,东北风 1级
2022-10-06,19℃,14℃,多云,西南风 3级
2022-10-07,18℃,13℃,多云,东北风 1级
2022-10-08,17℃,13℃,小雨,西风 1级
2022-10-09,18℃,11℃,阴,北风 3级
2022-10-10,19℃,12℃,阴,西南风 2级
2022-11-01,24℃,16℃,雾,东南风 1级
2022-11-02,21℃,16℃,多云,北风 2级
2022-11-03,19℃,14℃,雾,东北风 1级
2022-11-04,19℃,13℃,小雨,东风 1级
2022-11-05,19℃,14℃,雾,东南风 2级
2022-11-06,20℃,15℃,雾,东北风 1级
2022-11-07,20℃,14℃,雾,北风 1级
2022-11-08,22℃,15℃,多云,东南风 1级
2022-11-09,18℃,16℃,雾,东风 2级
2022-11-10,21℃,16℃,雾,东北风 2级
2022-12-01,6℃,3℃,多云,东南风 1级
2022-12-02,9℃,5℃,多云,东风 2级
2022-12-03,7℃,6℃,雾,西风 2级
2022-12-04,12℃,5℃,雾,东南风 1级
2022-12-05,10℃,7℃,雾,东风 2级
2022-12-06,8℃,6℃,雾,西风 2级
2022-12-07,12℃,7℃,雾,东风 1级
2022-12-08,12℃,8℃,多云,南风 2级
2022-12-09,12℃,9℃,多云,西风 1级
2022-12-10,14℃,8℃,多云,西南风 1级
